Gene stable ID	Gene name
AT5G12880	
AT3G10840	
AT4G23900	NDK4
AT3G53050	
AT5G11450	
AT2G37050	
AT5G42120	LECRKS6
AT4G38240	GNTI
AT2G45740	PEX11D
AT1G64810	APO1
AT5G38560	PERK8
AT1G07050	
AT5G52420	
AT2G25200	
AT1G73250	GER1
AT2G35980	NHL10
AT1G06050	
AT4G09200	
AT5G23080	TGH
AT3G13445	TBP1
AT4G32410	CESA1
AT1G06900	
AT5G17760	
AT4G30360	CNGC17
AT2G17680	
AT4G22600	INP1
AT3G22250	UGT82A1
AT2G30410	TFCA
AT2G15730	
AT5G23280	TCP7
AT5G55490	GEX1
AT4G18395	
AT4G08868	
AT1G09230	SNRNP65
AT1G63105	
AT4G02980	ERABP1
AT4G26000	PEP
AT5G62570	
AT1G27840	ATCSA-1
AT1G33120	RPL9B
AT1G30700	
AT4G00893	
AT5G51590	AHL4
AT4G17140	
AT4G38980	
AT1G51650	
AT1G47720	OSB1
AT2G28085	
AT2G34570	MEE21
AT5G56150	UBC30
AT1G07670	ECA4
AT1G02890	
AT3G07430	YLMG1-1
AT5G01305	
AT2G16980	
AT4G30740	
AT5G22810	
AT4G24805	
AT5G09260	VPS20.2
AT1G52100	
AT1G74580	
AT1G73970	
AT5G22860	
AT1G20490	
AT5G15530	BCCP2
AT4G23300	CRK22
AT3G54430	SRS6
AT4G01390	
AT2G34840	
AT4G00430	PIP1.4
AT5G05150	ATG18E
AT1G28610	
AT5G64050	OVA3
AT1G62305	
AT1G08750	
AT2G05990	MOD1
AT1G69780	ATHB-13
AT4G30160	VLN4
AT3G15395	
AT4G17785	MYB39
AT4G02030	
AT3G54890	LHCA1
AT5G09210	
AT5G09440	EXL4
AT3G57310	
AT5G26731	
AT5G02480	
AT5G51795	KLP
AT1G76065	
AT3G54970	
AT1G45010	
AT2G35210	AGD10
AT4G31040	
AT2G07440	
AT1G42190	
AT1G60170	PRP31
AT3G21405	
AT4G05095	
AT3G10880	
AT3G48560	ALS
AT3G24120	
AT2G38970	
AT1G04860	UBP2
AT1G19150	LHCA6
AT5G16230	S-ACP-DES3
AT4G17780	
AT3G21130	
AT3G18690	MKS1
AT1G30000	MNS3
AT4G29420	
AT2G39200	MLO12
AT2G28780	
AT5G45660	
AT3G04830	
AT3G21160	MNS2
AT2G42800	AtRLP29
AT3G48190	ATM
AT2G30350	
AT5G10620	
AT3G08500	MYB83
AT2G35580	
AT1G73280	SCPL3
AT3G27630	SMR7
AT1G69740	HEMB1
AT3G01328	
AT5G60930	
AT1G16840	
AT5G26860	LON_ARA_ARA
AT1G12900	GAPA-2
AT1G30545	
AT5G46160	HLP
AT3G27670	RST1
AT5G61540	
AT3G23000	CIPK7
AT3G53250	
AT5G56075	
AT4G28630	ABCB23
AT4G31740	
AT4G38200	BIG1
AT1G09700	DRB1
AT2G47010	
AT1G75010	ARC3
AT3G24810	KRP5
AT2G47900	AtTLP3
AT2G47760	ALG3
AT5G66150	
AT4G12170	
AT1G43630	
AT5G01480	
AT3G59020	
AT4G22860	
AT1G31910	PMK
AT5G15360	
AT5G42190	SKP1B
AT3G61410	
AT5G57320	VLN5
AT5G17010	
AT2G43090	
AT1G24159	
AT5G64780	
AT1G48450	
AT1G15600	
AT1G68210	APRR6
AT2G34780	MEE22
AT1G74100	SOT16
AT3G45580	
AT4G38340	NLP3
AT3G23840	CER26L
AT5G24570	
AT5G52560	USP
AT1G58265	
AT3G10470	
AT2G47320	CYP21-3
AT4G13880	AtRLP48
AT5G43450	
AT4G33430	BAK1
AT4G00020	MEE43
AT1G63600	
AT1G05930	
AT3G48180	
AT1G68845	
AT5G41760	
AT5G55460	
AT3G51510	
AT3G07130	ATPAP15
AT5G47970	
AT4G14720	PPD2
AT1G67060	
AT1G80350	AAA1
AT4G17740	CTPA2
AT4G37160	sks15
AT3G17930	
AT2G35600	BRXL1
AT3G27010	TCP20
AT2G35160	SUVH5
AT2G16640	TOC132
AT3G55646	
AT4G14140	MET2
AT5G15460	MUB2
AT5G16910	CSLD2
AT3G49620	DIN11
AT3G24280	SMAP2
AT5G43010	RPT4A
AT2G15290	TIC21
AT3G57060	
AT1G65080	ALB3L2
AT1G62981	
AT1G69550	
AT5G59130	SBT4.11
AT3G46770	REM22
AT1G14720	XTH28
AT5G48375	TGG3
AT3G01170	
AT3G46390	
AT1G04260	PRA1D
AT5G67100	POLA
AT3G52250	
AT5G07880	SNAP29
AT3G47840	PCMP-E43
AT5G08305	PCMP-E105
AT5G34581	
AT4G39403	PLS
AT1G07420	SMO2-2
AT5G65274	ARPC5B
AT3G46300	
AT5G23980	FRO4
AT1G29460	
AT2G03040	
AT4G32090	
AT3G29140	
AT3G24605	
AT5G05550	
AT1G31820	
AT1G55350	DEK1
AT4G15760	MO1
AT4G21220	LPXD2
AT5G38880	AUG5
AT5G44430	PDF1.2C
AT5G35230	
AT1G23995	
AT5G27430	
AT2G07698	
AT3G56630	CYP94D2
AT1G53345	
AT2G45530	
AT5G38320	
AT1G18340	TFB4
AT5G26600	CpNIFS3
AT5G53920	
AT5G39870	
AT3G15550	
AT2G40316	
AT1G51035	
AT1G19600	
AT4G12450	
AT1G29850	
AT1G33810	
AT3G24580	
AT5G61470	
AT3G49400	
AT5G04530	KCS19
AT5G15930	PAM1
AT1G52590	
AT1G70420	
AT1G62910	
AT5G58790	
AT4G19730	
AT5G66600	
AT2G37280	PDR5
AT2G40150	TBL28
AT4G14260	
AT4G17810	
AT5G23050	AAE17
AT1G03490	NAC006
AT4G28400	
AT3G01860	
AT1G14150	PNSL2
AT4G05340	
AT3G57970	
AT5G35180	
AT2G44930	
AT4G38820	
AT1G17360	
AT3G61730	RMF
AT3G24465	
AT3G60960	
AT3G23140	URO
AT5G41060	PAT06
AT4G27290	
AT2G42640	
AT2G22860	PSK2
AT4G37700	
AT5G18590	
AT2G25790	
AT3G12955	
AT2G33170	
AT3G14067	SBT1.4
AT5G36890	BGLU42
AT1G36640	
AT2G42900	
AT1G78290	SRK2C
AT3G27440	UKL5
AT5G18810	SCL28
AT3G27930	
AT2G42000	
AT4G26470	
AT5G53820	
AT3G19570	SCO3
AT4G17660	PBL20
AT5G24680	
AT5G02010	ROPGEF7
AT2G41650	
AT1G53670	MSRB1
AT4G18470	SNI1
AT5G13565	
AT5G55060	
AT2G01890	PAP8
AT1G72280	AERO1
AT3G27220	
AT4G37235	
AT2G44470	BGLU29
AT2G05850	SCPL38
AT3G15990	SULTR3;4
AT4G35760	
AT4G36515	
AT2G36010	E2F3
AT1G33410	SAR1
AT4G31930	
AT1G59218	RF9
AT1G07900	LBD1
AT1G66280	BGLU22
AT1G14890	
AT5G65170	
AT5G41820	RGTA2
AT4G32960	
AT3G52270	
AT2G35215	
AT5G02060	
AT1G69250	
AT1G77490	APXT
AT4G35685	
AT3G28200	PER31
AT1G25450	KCS5
AT3G22450	
AT1G11390	
AT3G53065	
AT4G22210	LCR85
AT3G02560	RPS7B
AT1G35614	
AT4G26730	
AT1G32460	
AT2G41750	
AT5G16580	BGLU2
AT4G34555	RPS25D
AT2G05335	SCRL15
AT2G25890	
AT5G15800	SEP1
AT1G02420	
AT3G49650	KIN8B
AT1G10940	ASK1
AT4G23760	
AT5G44566	
AT5G05960	
AT4G22630	
AT3G43550	
AT3G05230	
AT3G14450	CID9
AT3G21520	DMP1
AT1G72250	
AT5G63650	SRK2H
AT1G20050	HYD1
AT2G32070	CAF1-7
AT1G43610	
AT5G58450	NAA25
AT5G61440	ACHT5
AT1G74270	RPL35AC
AT3G31550	
AT4G18280	
AT4G16850	
AT3G14770	SWEET2
AT3G51680	SDR2A
AT2G36320	SAP4
AT4G28950	ARAC7
AT2G28225	
AT4G23750	CRF2
AT5G62610	BHLH79
AT3G13490	OVA5
AT3G05130	
AT1G56140	
AT2G21500	
AT1G30260	
AT1G10800	
AT1G19900	
AT4G25030	
AT1G55675	
AT3G22530	
AT5G38565	
AT5G53080	
AT4G18370	DEGP5
AT3G03460	
AT3G09160	
AT4G00280	
AT5G21222	ATC401
AT5G04680	
AT4G12380	
AT3G55370	OBP3
AT4G18596	
AT3G48630	
AT4G26340	
AT1G20410	
AT4G27970	SLAH2
AT3G56460	
AT3G24508	
AT5G27270	EMB976
AT4G31590	CSLC5
AT4G24410	
AT1G02260	
AT4G31810	
AT2G28840	XBAT31
AT5G64810	WRKY51
AT2G19940	
AT1G73640	RABA6A
AT2G15820	OTP51
AT1G20270	P4H3
AT4G24430	
AT2G16950	TRN1
AT1G68980	
AT3G10530	
AT3G26450	
AT1G21600	PTAC6
AT3G61120	AGL13
AT2G38270	GRXS16
AT1G65540	
AT5G38340	
AT4G28190	ULT1
AT3G18630	UNG
AT4G39110	
AT5G01350	
AT2G04830	
AT3G63070	HULK3
AT5G19700	DTX52
AT1G28050	COL15
AT3G01475	
AT1G51420	ATSPP1
AT5G61360	
AT3G01430	
AT5G66920	sks17
AT1G19710	
AT3G01140	MYB106
AT2G40510	RPS26B
AT3G09560	PAH1
AT1G24265	
AT3G53970	
AT3G11520	CYCB1-3
AT3G25250	OXI1
AT4G24170	KIN7I
AT3G50690	
AT3G23550	DTX18
AT2G40840	DPE2
AT4G09650	ATPD
AT5G43280	DCI1
AT4G02180	
AT1G63060	
AT3G44440	
AT3G17626	
AT1G78020	
AT3G62430	
AT3G30540	
AT5G52280	
AT1G15920	CAF1-2
AT1G72180	CEPR2
AT1G68880	BZIP8
AT5G16870	
AT1G11690	
AT4G21330	DYT1
AT3G29370	
AT3G21690	DTX40
AT1G35720	ANN1
AT5G47760	PGLP2
AT4G21450	
AT1G66570	SUC7
AT4G34230	CAD5
AT3G48570	SEC61G3
AT3G21760	UGT71B2
AT1G48270	GCR1
AT2G25360	
AT1G61667	
AT2G20520	FLA6
AT1G10980	
AT4G32900	
AT3G43583	
AT1G64510	
AT5G46800	BOU
AT4G11550	
AT4G13540	
AT5G64990	AtRABH1a
AT4G26020	
AT1G48790	AMSH1
AT2G31490	
AT2G07725	
AT5G57710	SMAX1
ATMG00760	ORF109B
AT1G31670	
AT2G05105	
AT2G28940	
AT5G29050	
AT5G47890	
AT1G03430	AHP5
AT1G67350	
AT5G45180	FMO2
AT3G53340	NFYB10
AT4G02990	MTERF4
AT2G35460	
AT1G63090	PP2A11
AT2G43490	
AT3G42790	AL3
AT1G72670	iqd8
AT5G37960	
AT2G46590	DOF2.5
AT5G26865	
AT1G53260	
AT1G18750	AGL65
AT2G39420	
AT4G10810	
AT1G18180	
AT1G64300	
AT2G18020	RPL8A
AT2G35760	
AT4G35010	BGAL11
AT2G36360	
AT2G03110	
AT2G32830	PHT1-5
AT1G34065	SAMC2
AT1G69730	WAKL9
AT1G69190	CytHPPK/DHPS
AT2G40980	
AT2G22830	SQE2
AT3G28785	
AT5G60130	
AT5G57050	ABI2
AT5G48010	THAS1
AT3G61060	AtPP2-A13
AT3G53280	CYP71B5
AT3G21530	
AT5G42000	
AT3G13857	
AT5G44210	ERF9
AT3G19880	
AT3G18740	RPL30C
AT4G37870	PCKA
AT5G06760	LEA46
AT1G09610	GXM1
AT5G22730	
AT4G17030	EXLB1
AT5G01280	
AT2G16440	MCM4
AT1G71691	
AT1G78970	LUP1
AT5G49880	MAD1
AT5G14860	
AT3G45020	
AT4G05260	
AT5G58440	SNX2A
AT5G17440	
AT1G70640	
AT1G30110	NUDT25
AT1G67790	SEOC
AT2G25300	HPGT3
AT5G43330	MDH2
AT2G03850	
AT4G03560	TPC1
AT5G23250	
AT1G55370	NDF5
AT4G01330	
AT4G34881	
AT1G14160	
AT2G38440	SCAR2
AT5G19550	ASP2
AT5G04780	PCMP-H16
AT1G16810	
AT2G34185	
AT5G40090	CHL1
AT3G04945	LCR18
AT1G04625	
AT4G21745	RIC11
AT5G19570	
AT3G47300	SELT
AT4G28290	
AT5G54010	UGT79B6
AT1G01180	
AT1G10150	PP2A10
AT1G02180	
AT5G59990	
AT2G30500	NET4B
AT4G37910	HSP70-9
AT5G26200	
AT4G16165	
AT5G25950	
AT3G42660	
AT2G25685	SCRL17
AT3G05700	DI19-3
AT3G20170	
AT5G18200	
AT3G63010	GID1B
AT3G07110	
AT2G20815	QWRF3
AT3G08750	
AT1G28380	NSL1
AT4G25220	RHS15
AT5G20030	
AT5G45940	NUDT11
AT5G44060	
AT2G29480	GSTU2
AT1G13800	
AT5G37520	
AT2G48060	
AT2G41770	STL1
AT1G75125	
AT3G27880	
AT5G64350	FKBP12
AT1G26500	
AT5G22300	NIT4
AT1G01730	
AT4G01435	
AT1G49190	RR19
AT5G57460	
ATMG00670	ORF275
AT2G17036	
AT2G04920	FBX9
AT5G02080	
AT5G47560	TDT
AT2G04890	SCL21
AT2G27950	
AT1G56085	
AT5G63510	GAMMA CAL1
AT5G05240	
AT5G51280	RH35
AT3G49860	ARL8D
AT3G26090	RGS1
AT4G31010	
AT1G20575	
AT5G64395	
AT5G61880	PAM16L1
AT5G50365	
AT1G34020	URGT6
AT4G10740	
AT1G10290	DRP2A
AT4G23740	
AT1G19040	
AT1G32960	SBT3.3
AT2G07180	PBL17
AT4G38050	NAT11
AT4G38900	
AT4G03040	
AT3G06145	
AT1G10740	
AT4G27710	CYP709B3
AT2G30810	GASA12
AT4G01080	TBL26
AT5G14895	
AT5G10400	HTR2
AT4G26466	LRE
AT3G53170	
AT4G20545	
AT1G68440	
AT1G05085	
AT5G57340	
AT4G30200	VIL2
AT5G66700	ATHB-53
AT2G24765	ARF3
AT3G12720	ATY53
AT5G35400	
AT4G27700	
AT1G31970	RH5
AT1G04960	
AT2G33560	BUBR1
AT1G63710	CYP86A7
AT1G03103	
AT1G27870	
AT5G57000	
AT2G29420	GSTU7
AT1G69090	
AT5G03345	
AT4G25190	QWRF7
AT5G04267	
AT1G58120	
AT3G50750	BEH1
AT4G37630	CYCD5-1
AT1G36745	
AT3G60600	PVA11
AT5G19595	
AT3G63170	FAP1
AT1G61550	
AT1G35680	RPL21
AT1G43760	
AT3G25610	ALA10
AT5G58530	
AT5G57010	IQM5
AT2G07774	
AT3G59250	
AT5G19710	
AT4G39040	
AT4G14790	SUV3
AT4G39770	TPPH
AT1G30690	PATL4
ATCG00600	PETG
AT2G25355	
AT2G20613	
AT1G30757	
AT2G35200	
AT3G20530	PBL23
AT4G37490	CYCB1-1
AT1G27060	
AT3G05000	
AT3G24150	
AT2G07830	
AT2G36340	GPL3
AT1G49880	ERV1
AT3G47140	
AT1G70210	CYCD1-1
AT2G29350	SAG13
AT1G20132	
AT2G32560	
AT1G43145	
AT3G45410	LECRK13
AT5G37020	ARF8
AT3G11380	
AT1G69970	CLE26
AT1G35467	RALFL5
AT5G04310	
AT5G50630	
AT1G47340	
AT1G11170	
AT4G00190	PME38
AT3G19230	
AT1G62045	
AT3G15590	
AT1G01160	GIF2
AT1G03055	D27
AT2G19045	RALFL13
AT2G19060	
AT5G20910	AIP2
AT3G02280	ATR3
AT1G34827	
AT1G05800	DGL
AT1G63350	
AT4G30330	
AT1G30870	PER7
AT4G16200	
AT1G56710	
AT4G34590	BZIP11
AT4G24190	HSP90-7
ATCG01080	NDHG
AT5G05540	SDN2
AT1G69010	BIM2
AT5G38150	PMI15
AT2G21180	
AT2G04850	
AT5G08535	
AT1G65780	
AT4G27960	UBC9
AT3G22680	RDM1
AT4G37060	PLP5
AT3G57780	
AT1G27510	EX2
AT3G32380	
AT5G25540	CID6
AT3G12660	FLA14
AT1G35220	
AT1G61480	
AT3G05170	
AT2G36305	FACE2
AT5G28540	MED37A
AT3G05690	UNE8
AT3G27999	
AT5G56530	
AT3G52910	GRF4
AT4G17085	
AT1G70100	
AT1G29100	
AT1G52315	
AT1G78990	
AT1G69490	NAC029
AT5G15870	
AT4G28775	
AT1G11620	
AT4G16110	ARR2
AT5G25460	
AT1G65620	LBD6
AT1G14440	ZHD4
AT1G80330	GA3OX4
AT3G25840	
AT2G16500	SPE1
AT5G41401	
AT1G48350	RPL18
AT1G54960	ANP2
AT4G33790	FAR3
AT3G02540	RAD23C
AT3G52000	SCPL36
AT2G19720	RPS15AB
AT5G19210	RH58
AT5G61350	
AT3G51690	
AT5G61040	
AT5G40382	
AT1G24130	
AT5G03545	AT4
AT2G47680	
AT2G44370	
AT2G37190	RPL12A
AT5G58670	PLC1
AT1G56660	
AT4G36190	
AT5G20400	
AT4G19030	NIP1-1
AT1G03080	NET1D
AT1G61400	
AT2G46580	PPOX2
AT1G55930	CBSDUFCH2
AT5G21150	AGO9
AT2G32750	
AT1G17960	
AT4G31115	
AT4G32450	PCMP-H63
AT1G18450	ARP4
AT2G18290	APC10
AT3G66656	AGL91
AT3G07710	
AT1G23680	
AT1G47920	
AT1G07690	
AT2G19620	NDL3
AT1G64660	MGL
AT3G52230	
AT2G17900	SDG37
AT3G05910	PAE12
AT1G67840	CSK
AT5G26770	
AT5G44316	ABCI9
AT4G26320	AGP13
AT5G42200	ATL23
AT5G28463	
AT5G47640	NFYB2
AT2G23290	AtMYB70
AT1G43900	
AT3G28480	
AT4G03120	
AT5G55620	
AT2G43410	FPA
AT3G15290	
AT5G10040	
AT4G04970	CALS11
AT5G64200	SC35
AT4G02290	AtGH9B13
AT2G05160	
AT1G25230	
AT5G01020	PBL8
AT5G55810	AtNMNAT
AT1G60783	SMR15
AT5G06720	PER53
AT2G18060	NAC037
AT3G62050	
AT2G47280	PME66
AT1G80700	
AT4G25390	
AT1G70470	
AT1G11820	
AT5G01620	TBL35
AT1G14850	NUP155
AT2G41475	ATS3A
AT1G15720	TRFL5
AT1G78750	
AT1G52690	LEA7
AT2G31710	
AT1G70400	
AT5G42567	
AT5G07110	PRA1B6
AT4G39550	
AT5G09280	
AT4G01395	COG4
AT5G55730	FLA1
AT4G11630	
AT3G10150	ATPAP16
AT1G01360	PYL9
AT4G15400	
AT1G72570	AIL1
AT2G17650	AAE2
AT2G42550	
AT2G18420	GASA11
AT1G59760	MTR4
AT5G44070	PCS1
AT4G20940	
AT4G29040	RPT2A
AT3G07420	SYNC2
AT3G13460	ECT2
AT3G48520	CYP94B3
AT3G05110	
AT1G07020	
AT2G22426	
AT2G02070	IDD5
AT2G38610	
AT4G30660	
AT1G08300	NVL
AT1G80625	
AT3G13880	PCMP-E89
AT5G06650	GIS2
AT4G11210	DIR14
AT1G14590	
AT5G28345	
AT5G39460	
AT1G74190	AtRLP15
AT3G01160	
AT5G35690	
AT3G12680	HUA1
AT5G58140	PHOT2
AT3G24170	ATGR1
AT3G05210	ERCC1
AT4G01910	
AT5G19840	
AT1G36580	
ATMG00510	NAD7
AT4G33550	
AT1G67880	
AT5G45080	PP2A6
AT3G02480	
AT4G05450	MFDX1
AT1G12855	
AT1G03520	
AT2G31760	ARI10
AT2G35630	MOR1
AT1G15385	
AT3G45245	
AT4G37295	
AT1G61070	PDF2.4
AT5G48770	
AT1G02750	DI19-2
AT3G16660	
AT5G05730	ASA1
AT4G37930	SHM1
AT1G17280	UBC34
AT3G60620	CDS5
AT2G46370	JAR1
AT5G27340	
AT1G09630	RABA2A
AT3G17650	YSL5
AT5G55380	AT1
AT1G22830	PCMP-E24
AT4G13940	SAHH1
AT1G75335	
AT5G16150	GLT1
AT5G61850	LFY
AT4G03630	
AT5G20040	ATIPT9
AT4G27050	
AT3G43580	
AT3G29450	
AT4G21040	DOF4.3
AT5G53390	
AT5G57700	
AT4G26485	
AT4G10100	CNX7
AT1G26921	
AT1G75870	
AT4G11870	
AT5G48140	
AT1G59359	RPS2B
AT1G51480	
AT3G11080	AtRLP35
AT4G27595	
AT2G17250	EMB2762
AT3G06590	BHLH148
AT2G28240	
AT5G05370	
AT5G04853	
AT5G60180	APUM19
AT4G17245	
AT3G53510	ABCG20
AT3G44090	
AT4G37320	CYP81D5
AT5G39080	
AT1G70660	UEV1B
AT1G77170	PCMP-E21
AT1G55510	BCDH BETA1
AT4G17480	
AT1G20370	
AT2G33990	iqd9
AT4G25580	
AT2G43810	LSM6B
AT3G57930	
AT1G73110	
AT1G36756	
AT5G59290	UXS3
AT1G75110	RRA2
AT3G09750	
AT2G45550	CYP76C4
AT5G03770	KDTA
AT1G22610	
AT1G13590	PSK1
AT5G02220	SMR4
AT3G15720	
AT1G50110	BCAT6
AT1G21540	AEE9
AT1G19970	
AT1G63640	
AT2G40113	
AT1G06490	CALS7
AT1G56105	
AT1G47578	
AT5G24220	
AT1G50650	
AT3G53450	LOG4
AT2G43950	OEP37
AT5G02900	CYP96A13
AT1G51690	ATB ALPHA
AT5G14670	ATARFA1B
AT2G20921	
AT5G11730	
AT1G23510	
AT5G01040	LAC8
AT5G50790	SWEET10
AT3G58250	
AT1G02145	ALG12
AT1G36160	ACC1
AT4G00234	
AT4G37810	EPFL2
AT1G09000	ANP1
AT5G42990	UBC18
AT3G18030	HAL3A
AT1G72800	
AT3G11660	NHL1
AT1G65150	
AT4G13195	CLE44
AT4G39120	IMPL2
AT4G04960	LECRK71
AT3G19320	
AT4G11640	SR
AT4G31860	
AT1G70440	SRO3
AT3G04400	RPL23C
AT2G27320	
AT3G43990	
AT1G48850	EMB1144
AT4G32000	
AT4G13990	GT14
AT1G47680	
AT4G36510	
AT1G47870	E2FC
AT1G50570	
AT1G33850	
AT1G65320	CBSX6
AT5G49650	XK-2
AT2G03730	ACR5
AT4G21210	RP1
AT5G05400	
AT1G21660	
AT1G21230	WAK5
AT5G20970	
AT1G60095	
AT1G62030	
AT5G48945	LCR46
AT3G51920	CML9
AT1G64840	
AT3G56790	
AT1G29420	
AT5G45590	
AT3G52830	
AT5G26717	
AT4G00210	LBD31
AT3G55060	
AT5G45200	
AT2G17430	MLO7
AT2G16910	AMS
AT1G31540	
AT5G26130	
AT4G18640	MDIS2
AT1G49170	
AT5G54390	AHL
AT5G52450	DTX16
AT1G78040	
AT1G76220	
AT1G56400	
AT3G17400	
AT2G45050	GATA2
AT3G18282	
AT2G36550	
AT1G67050	
AT5G35370	
AT2G23780	
AT1G27170	
AT3G09120	
AT1G04700	
AT5G45630	
AT4G19270	
AT1G66030	CYP96A14P
AT4G11547	
AT2G37320	PCMP-E50
AT4G19520	
AT2G47450	CAO
AT3G56740	RBL20
AT2G37580	ATL33
AT1G68907	
ATCG01090	NDHI
AT3G61826	
AT4G37340	CYP81D3
AT3G20590	
AT3G58380	
AT5G59250	
AT1G55990	
AT1G60570	
AT5G52390	
AT3G20900	
AT5G55950	
AT1G73750	
AT4G19620	
AT2G13290	
AT4G20280	TAF11
AT4G14170	PCMP-E17
AT1G31300	
AT5G40840	SYN2
AT2G26260	3BETAHSD/D2
AT1G80390	IAA15
AT5G51460	TPPA
AT3G26980	MUB4
AT5G09560	
AT2G01400	
AT5G53700	
AT5G02140	
AT2G28440	
AT5G06750	
AT1G30130	
AT5G09490	RPS15B
AT3G15860	
AT2G33250	
AT5G03920	
AT2G28230	MED20A
AT1G77660	
AT5G48860	
AT2G20880	ERF053
AT5G14870	CNGC18
AT4G28780	
AT1G55325	GCT
AT1G63460	GPX8
AT3G07400	
AT1G74660	MIF1
AT1G55207	
AT3G28007	SWEET4
AT2G23910	
AT5G61150	VIP4
AT1G11220	
AT3G22090	
AT3G50310	MAPKKK20
AT1G18990	MYOB5
AT1G12320	
AT5G41610	CHX18
AT1G08290	WIP3
AT2G12280	
AT3G60870	AHL18
AT2G10615	
AT3G57010	SSL8
AT3G20280	
AT1G64255	
AT3G27170	CLC-B
AT1G67130	
AT1G26260	BHLH76
AT3G05470	FH11
AT2G42710	
AT4G22030	
AT5G10920	
AT3G02430	
AT3G47130	
AT5G07060	
AT2G20635	BUB1
AT3G15060	RABA1G
AT4G00230	SBT4.14
AT3G28820	
AT2G33835	FES1
AT5G08480	VQ31
ATMG00280	ORF110A
AT3G14190	PANS1
AT2G41310	ARR8
AT4G11890	
AT2G02320	PP2B7
AT5G20940	
AT5G26749	
AT5G59970	
AT3G49380	iqd15
AT3G01370	CFM2
AT3G15150	MMS21
AT4G17540	
AT1G77100	PER13
AT5G19010	MPK16
AT4G17090	BAM3
AT5G60650	
AT1G53490	HEI10
AT3G44260	CAF1-9
AT1G18160	
AT5G02440	
AT4G00550	DGD2
AT5G49920	
AT3G45450	
AT1G03730	
AT1G29180	
AT4G14210	PDS
AT4G08395	
AT4G19185	
AT2G26400	ARD
AT1G42680	
AT5G40350	MYB24
AT2G35820	
AT5G62170	
AT2G33410	
AT1G09680	
AT5G50520	
AT5G58375	
AT3G22640	PAP85
AT5G45260	RRS1
AT5G36770	
AT5G61490	
AT1G34300	
AT4G32620	
AT3G20310	ERF7
AT4G15180	ATXR3
AT1G70960	
AT1G63240	
AT5G28010	
AT5G58770	
AT5G01590	TIC56
AT1G76230	
AT2G17830	
AT1G01690	ATPRD3
AT3G11040	
AT4G37095	
AT5G14240	
AT4G24715	
AT3G51550	FER
AT1G03720	
AT3G59340	
AT5G61820	
AT2G40260	
AT3G01950	
AT3G46970	PHS2
AT1G09157	
AT5G24490	
AT2G38320	TBL34
AT4G04840	MSRB6
AT1G79570	
AT5G16610	
AT5G63905	
AT5G02700	
AT1G78440	GA2OX1
AT3G22890	APS1
AT5G14550	
AT1G11460	
AT3G16020	
AT1G46984	
AT3G19500	BHLH113
AT3G20820	
AT3G54990	SMZ
AT4G10780	
AT5G37360	
AT2G35585	
AT2G19520	MSI4
AT3G30220	
AT2G03560	FBX7
AT3G59295	
AT2G26160	
AT1G64750	ATDSS1(I)
AT3G63030	MBD4
AT2G35550	BPC7
AT4G11130	RDR2
AT1G70810	CAR7
AT5G09860	THO1
AT4G18375	
AT2G15900	
AT2G05760	NAT1
AT4G10910	
AT1G78090	TPPB
AT5G20360	Phox3
AT2G40370	LAC5
AT1G55200	
AT1G17070	STIPL1
AT3G55980	SZF1
AT3G21310	
AT2G24090	RPL35
AT3G49480	
AT2G14080	
AT1G05840	
AT5G62620	GALT6
AT5G17090	
AT1G08010	GATA11
AT5G44820	
AT1G22890	
AT2G45610	CXE9
AT1G23830	
AT1G76510	
AT5G53720	
AT2G33670	MLO5
AT1G32510	ANAC011
AT3G55900	
AT1G67500	REV3
AT1G26350	
AT1G73170	
AT5G51330	DYAD
AT1G77140	VPS45
AT1G07740	
AT4G30097	
AT4G26500	SUFE1
AT3G20270	
AT1G48620	HON5
AT1G74250	JJJ1
AT4G36400	D2HGDH
AT5G10240	ASN3
AT5G38130	
AT1G75660	XRN3
AT5G65950	
AT5G49810	MMT1
AT2G32200	
AT3G27355	
AT5G24390	
AT3G48425	APE1L
AT2G27190	PAP12
AT3G31925	
AT1G06180	ATMYB13
AT3G21240	4CL2
AT5G09510	RPS15D
AT4G20780	CML42
AT3G10116	
AT5G46150	ALIS2
AT5G40340	
AT2G03070	MED8
AT4G11810	
AT2G35510	SRO1
AT3G61530	KPHMT2
AT4G39620	EMB2453
AT4G25550	CFIS2
AT1G21990	
AT1G54460	WDL2
AT1G02810	PME7
AT1G35040	
AT3G15020	mMDH2
AT4G01010	CNGC13
AT4G04610	APR1
AT1G73680	ALPHA DOX2
AT3G03826	
AT1G47765	
AT4G28556	RIC7
AT1G48820	
AT1G18300	NUDT4
AT4G16000	
AT1G70760	ndhL
AT3G47510	
AT3G49750	AtRLP44
AT4G26055	
AT1G48090	
AT2G07798	
AT3G63500	OBE4
AT1G73120	
AT5G59020	
AT1G66160	PUB20
AT5G41110	
AT4G28670	CRK43
AT3G07273	
AT2G22760	BHLH19
AT2G04050	DTX3
AT3G20790	
AT2G34010	SPEAR2
AT3G26610	
AT1G70780	
AT2G31430	PMEI5
AT1G71500	
AT3G17880	TDX
AT2G44175	
AT3G48460	
AT1G51600	GATA28
AT2G23770	LYK4
AT2G20930	
AT5G03680	PTL
AT5G42820	U2AF35B
AT4G27110	COBL11
AT1G65660	SMP1
AT1G51780	ILL5
AT4G34050	CCoAOMT1
AT3G58910	
